"country","continent","decade","year","income","emission","emissions_per_income.x","average_carbon_intensity"
"Albania","Europe","1970s",1972,2050,866,0.422439024390244,0.402664576802508
"Albania","Europe","1970s",1973,2150,763,0.354883720930233,0.402664576802508
"Albania","Europe","1970s",1977,2160,924,0.427777777777778,0.402664576802508
"Albania","Europe","1970s",1971,1980,785,0.396464646464646,0.402664576802508
"Albania","Europe","1970s",1976,2160,891,0.4125,0.402664576802508
"Albania","Europe","1970s",1970,1910,NA,NA,0.402664576802508
"Albania","Europe","1970s",1975,2150,827,0.384651162790698,0.402664576802508
"Albania","Europe","1970s",1974,2150,777,0.361395348837209,0.402664576802508
"Albania","Europe","1970s",1978,2170,1010,0.465437788018433,0.402664576802508
"Albania","Europe","1970s",1979,2170,864,0.39815668202765,0.402664576802508
"Albania","Europe","1980s",1989,2250,896,0.398222222222222,0.440316027088036
"Albania","Europe","1980s",1980,2180,1150,0.527522935779816,0.440316027088036
"Albania","Europe","1980s",1984,2210,1020,0.461538461538462,0.440316027088036
"Albania","Europe","1980s",1981,2190,989,0.451598173515982,0.440316027088036
"Albania","Europe","1980s",1982,2200,967,0.439545454545455,0.440316027088036
"Albania","Europe","1980s",1985,2220,917,0.413063063063063,0.440316027088036
"Albania","Europe","1980s",1986,2230,964,0.432286995515695,0.440316027088036
"Albania","Europe","1980s",1983,2200,1000,0.454545454545455,0.440316027088036
"Albania","Europe","1980s",1987,2230,922,0.413452914798206,0.440316027088036
"Albania","Europe","1980s",1988,2240,928,0.414285714285714,0.440316027088036
"Albania","Europe","1990s",1993,1650,412,0.24969696969697,0.2464859437751
"Albania","Europe","1990s",1995,2050,417,0.203414634146341,0.2464859437751
"Albania","Europe","1990s",1994,1800,441,0.245,0.2464859437751
"Albania","Europe","1990s",1990,2270,813,0.358149779735683,0.2464859437751
"Albania","Europe","1990s",1992,1500,418,0.278666666666667,0.2464859437751
"Albania","Europe","1990s",1998,2260,427,0.188938053097345,0.2464859437751
"Albania","Europe","1990s",1996,2260,448,0.198230088495575,0.2464859437751
"Albania","Europe","1990s",1999,2260,576,0.254867256637168,0.2464859437751
"Albania","Europe","1990s",1997,2260,385,0.170353982300885,0.2464859437751
"Albania","Europe","1990s",1991,1610,573,0.355900621118012,0.2464859437751
"Albania","Europe","2000s",2007,2770,680,0.245487364620939,0.266167192429022
"Albania","Europe","2000s",2001,2260,597,0.264159292035398,0.266167192429022
"Albania","Europe","2000s",2003,2370,648,0.273417721518987,0.266167192429022
"Albania","Europe","2000s",2000,2260,580,0.256637168141593,0.266167192429022
"Albania","Europe","2000s",2009,2810,732,0.260498220640569,0.266167192429022
"Albania","Europe","2000s",2004,2480,715,0.288306451612903,0.266167192429022
"Albania","Europe","2000s",2002,2260,660,0.292035398230089,0.266167192429022
"Albania","Europe","2000s",2006,2690,707,0.262825278810409,0.266167192429022
"Albania","Europe","2000s",2008,2850,711,0.249473684210526,0.266167192429022
"Albania","Europe","2000s",2005,2610,720,0.275862068965517,0.266167192429022
"Albania","Europe","2010s",2011,2740,765,0.279197080291971,0.275709090909091
"Albania","Europe","2010s",2012,2700,688,0.254814814814815,0.275709090909091
"Albania","Europe","2010s",2013,2750,801,0.291272727272727,0.275709090909091
"Albania","Europe","2010s",2010,2780,729,0.262230215827338,0.275709090909091
"Albania","Europe","2010s",2014,2780,808,0.290647482014389,0.275709090909091
"Algeria","Africa","1970s",1976,2030,382,0.188177339901478,0.189779005524862
"Algeria","Africa","1970s",1972,1830,278,0.151912568306011,0.189779005524862
"Algeria","Africa","1970s",1973,1830,326,0.178142076502732,0.189779005524862
"Algeria","Africa","1970s",1978,2360,492,0.208474576271186,0.189779005524862
"Algeria","Africa","1970s",1971,1550,246,0.158709677419355,0.189779005524862
"Algeria","Africa","1970s",1979,2490,606,0.243373493975904,0.189779005524862
"Algeria","Africa","1970s",1974,1890,342,0.180952380952381,0.189779005524862
"Algeria","Africa","1970s",1970,1750,NA,NA,0.189779005524862
"Algeria","Africa","1970s",1975,1970,351,0.178172588832487,0.189779005524862
"Algeria","Africa","1970s",1977,2150,412,0.191627906976744,0.189779005524862
"Algeria","Africa","1980s",1981,2460,630,0.25609756097561,0.310842896715473
"Algeria","Africa","1980s",1984,2650,794,0.299622641509434,0.310842896715473
"Algeria","Africa","1980s",1980,2460,598,0.243089430894309,0.310842896715473
"Algeria","Africa","1980s",1983,2590,829,0.32007722007722,0.310842896715473
"Algeria","Africa","1980s",1986,2600,876,0.336923076923077,0.310842896715473
"Algeria","Africa","1980s",1989,2380,832,0.349579831932773,0.310842896715473
"Algeria","Africa","1980s",1988,2400,862,0.359166666666667,0.310842896715473
"Algeria","Africa","1980s",1987,2520,839,0.332936507936508,0.310842896715473
"Algeria","Africa","1980s",1985,2670,802,0.300374531835206,0.310842896715473
"Algeria","Africa","1980s",1982,2540,793,0.312204724409449,0.310842896715473
"Algeria","Africa","1990s",1995,2290,851,0.371615720524017,0.3646933560477
"Algeria","Africa","1990s",1996,2320,810,0.349137931034483,0.3646933560477
"Algeria","Africa","1990s",1993,2320,881,0.379741379310345,0.3646933560477
"Algeria","Africa","1990s",1994,2300,832,0.361739130434783,0.3646933560477
"Algeria","Africa","1990s",1998,2400,832,0.346666666666667,0.3646933560477
"Algeria","Africa","1990s",1991,2350,898,0.382127659574468,0.3646933560477
"Algeria","Africa","1990s",1992,2330,898,0.385407725321888,0.3646933560477
"Algeria","Africa","1990s",1999,2440,876,0.359016393442623,0.3646933560477
"Algeria","Africa","1990s",1997,2360,816,0.345762711864407,0.3646933560477
"Algeria","Africa","1990s",1990,2370,869,0.366666666666667,0.3646933560477
"Algeria","Africa","2000s",2008,2830,1080,0.381625441696113,0.370979805534779
"Algeria","Africa","2000s",2003,2610,959,0.367432950191571,0.370979805534779
"Algeria","Africa","2000s",2005,2690,984,0.365799256505576,0.370979805534779
"Algeria","Africa","2000s",2002,2560,915,0.357421875,0.370979805534779
"Algeria","Africa","2000s",2001,2520,867,0.344047619047619,0.370979805534779
"Algeria","Africa","2000s",2004,2650,958,0.361509433962264,0.370979805534779
"Algeria","Africa","2000s",2009,2880,1160,0.402777777777778,0.370979805534779
"Algeria","Africa","2000s",2007,2780,1080,0.388489208633094,0.370979805534779
"Algeria","Africa","2000s",2006,2740,1040,0.37956204379562,0.370979805534779
"Algeria","Africa","2000s",2000,2480,877,0.353629032258065,0.370979805534779
"Algeria","Africa","2010s",2011,2970,1140,0.383838383838384,0.404936624416278
"Algeria","Africa","2010s",2014,3060,1330,0.434640522875817,0.404936624416278
"Algeria","Africa","2010s",2013,3040,1250,0.411184210526316,0.404936624416278
"Algeria","Africa","2010s",2010,2920,1120,0.383561643835616,0.404936624416278
"Algeria","Africa","2010s",2012,3000,1230,0.41,0.404936624416278
"Angola","Africa","1970s",1970,1350,NA,NA,0.450295857988166
"Angola","Africa","1970s",1977,1240,534,0.430645161290323,0.450295857988166
"Angola","Africa","1970s",1971,1400,623,0.445,0.450295857988166
"Angola","Africa","1970s",1972,1380,651,0.471739130434783,0.450295857988166
"Angola","Africa","1970s",1979,1120,557,0.497321428571429,0.450295857988166
"Angola","Africa","1970s",1973,1460,628,0.43013698630137,0.450295857988166
"Angola","Africa","1970s",1978,1140,568,0.498245614035088,0.450295857988166
"Angola","Africa","1970s",1974,1470,620,0.421768707482993,0.450295857988166
"Angola","Africa","1970s",1976,1260,560,0.444444444444444,0.450295857988166
"Angola","Africa","1970s",1975,1360,586,0.430882352941176,0.450295857988166
"Angola","Africa","1980s",1985,1030,500,0.485436893203884,0.475675675675676
"Angola","Africa","1980s",1988,1120,486,0.433928571428571,0.475675675675676
"Angola","Africa","1980s",1982,995,506,0.508542713567839,0.475675675675676
"Angola","Africa","1980s",1983,1000,502,0.502,0.475675675675676
"Angola","Africa","1980s",1980,1110,548,0.493693693693694,0.475675675675676
"Angola","Africa","1980s",1989,1100,481,0.437272727272727,0.475675675675676
"Angola","Africa","1980s",1984,1030,489,0.474757281553398,0.475675675675676
"Angola","Africa","1980s",1981,1030,532,0.516504854368932,0.475675675675676
"Angola","Africa","1980s",1987,1090,483,0.443119266055046,0.475675675675676
"Angola","Africa","1980s",1986,1040,489,0.470192307692308,0.475675675675676
"Angola","Africa","1990s",1997,816,449,0.550245098039216,0.557163358048314
"Angola","Africa","1990s",1994,671,472,0.703427719821162,0.557163358048314
"Angola","Africa","1990s",1990,1070,497,0.464485981308411,0.557163358048314
"Angola","Africa","1990s",1999,851,441,0.518213866039953,0.557163358048314
"Angola","Africa","1990s",1995,719,457,0.635605006954103,0.557163358048314
"Angola","Africa","1990s",1996,777,455,0.585585585585586,0.557163358048314
"Angola","Africa","1990s",1992,920,480,0.521739130434783,0.557163358048314
"Angola","Africa","1990s",1993,670,481,0.717910447761194,0.557163358048314
"Angola","Africa","1990s",1991,1020,493,0.483333333333333,0.557163358048314
"Angola","Africa","1990s",1998,848,434,0.511792452830189,0.557163358048314
"Angola","Africa","2000s",2004,839,464,0.553039332538737,0.439563567362429
"Angola","Africa","2000s",2006,1120,459,0.409821428571429,0.439563567362429
"Angola","Africa","2000s",2000,850,439,0.516470588235294,0.439563567362429
"Angola","Africa","2000s",2008,1450,492,0.339310344827586,0.439563567362429
"Angola","Africa","2000s",2003,784,468,0.596938775510204,0.439563567362429
"Angola","Africa","2000s",2009,1590,515,0.323899371069182,0.439563567362429
"Angola","Africa","2000s",2002,772,448,0.580310880829015,0.439563567362429
"Angola","Africa","2000s",2001,858,443,0.516317016317016,0.439563567362429
"Angola","Africa","2000s",2005,957,433,0.452455590386625,0.439563567362429
"Angola","Africa","2000s",2007,1320,472,0.357575757575758,0.439563567362429
"Angola","Africa","2010s",2014,1650,541,0.327878787878788,0.334798994974874
"Angola","Africa","2010s",2012,1570,551,0.350955414012739,0.334798994974874
"Angola","Africa","2010s",2011,1570,521,0.331847133757962,0.334798994974874
"Angola","Africa","2010s",2010,1570,521,0.331847133757962,0.334798994974874
"Angola","Africa","2010s",2013,1600,531,0.331875,0.334798994974874
"Antigua and Barbuda","North America","1990s",1994,8550,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1995,8480,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1997,8760,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1993,7480,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1992,7380,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1999,8750,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1998,8270,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1990,7580,1560,0.205804749340369,0.205804749340369
"Antigua and Barbuda","North America","1990s",1991,7450,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","1990s",1996,9180,NA,NA,0.205804749340369
"Antigua and Barbuda","North America","2000s",2001,8980,NA,NA,0.139237981248753
"Antigua and Barbuda","North America","2000s",2004,9630,1710,0.177570093457944,0.139237981248753
"Antigua and Barbuda","North America","2000s",2003,9790,NA,NA,0.139237981248753
"Antigua and Barbuda","North America","2000s",2006,15500,1770,0.114193548387097,0.139237981248753
"Antigua and Barbuda","North America","2000s",2009,9010,NA,NA,0.139237981248753
"Antigua and Barbuda","North America","2000s",2002,8660,NA,NA,0.139237981248753
"Antigua and Barbuda","North America","2000s",2005,11100,1720,0.154954954954955,0.139237981248753
"Antigua and Barbuda","North America","2000s",2000,8250,NA,NA,0.139237981248753
"Antigua and Barbuda","North America","2000s",2007,13900,1780,0.128057553956835,0.139237981248753
"Antigua and Barbuda","North America","2000s",2008,12900,NA,NA,0.139237981248753
"Argentina","South America","1970s",1976,7480,1410,0.188502673796791,0.187913542126158
"Argentina","South America","1970s",1979,7960,1490,0.187185929648241,0.187913542126158
"Argentina","South America","1970s",1970,7020,NA,NA,0.187913542126158
"Argentina","South America","1970s",1973,7420,1420,0.191374663072776,0.187913542126158
"Argentina","South America","1970s",1978,7530,1430,0.189907038512616,0.187913542126158
"Argentina","South America","1970s",1972,7250,1390,0.191724137931034,0.187913542126158
"Argentina","South America","1970s",1974,7720,1430,0.185233160621762,0.187913542126158
"Argentina","South America","1970s",1977,7870,1430,0.181702668360864,0.187913542126158
"Argentina","South America","1970s",1971,7200,1390,0.193055555555556,0.187913542126158
"Argentina","South America","1970s",1975,7580,1390,0.183377308707124,0.187913542126158
"Argentina","South America","1980s",1983,7360,1420,0.192934782608696,0.198898830006882
"Argentina","South America","1980s",1982,7150,1420,0.198601398601399,0.198898830006882
"Argentina","South America","1980s",1988,7170,1510,0.210599721059972,0.198898830006882
"Argentina","South America","1980s",1989,6590,1450,0.220030349013657,0.198898830006882
"Argentina","South America","1980s",1986,7270,1430,0.196698762035763,0.198898830006882
"Argentina","South America","1980s",1984,7440,1450,0.19489247311828,0.198898830006882
"Argentina","South America","1980s",1980,7990,1490,0.18648310387985,0.198898830006882
"Argentina","South America","1980s",1987,7380,1480,0.200542005420054,0.198898830006882
"Argentina","South America","1980s",1981,7460,1430,0.191689008042895,0.198898830006882
"Argentina","South America","1980s",1985,6840,1370,0.200292397660819,0.198898830006882
"Argentina","South America","1990s",1994,8590,1540,0.179278230500582,0.187249057062903
"Argentina","South America","1990s",1990,6400,1410,0.2203125,0.187249057062903
"Argentina","South America","1990s",1996,8460,1580,0.186761229314421,0.187249057062903
"Argentina","South America","1990s",1999,9030,1660,0.183831672203765,0.187249057062903
"Argentina","South America","1990s",1991,7110,1430,0.20112517580872,0.187249057062903
"Argentina","South America","1990s",1993,8210,1470,0.17904993909866,0.187249057062903
"Argentina","South America","1990s",1992,7850,1490,0.189808917197452,0.187249057062903
"Argentina","South America","1990s",1997,9110,1610,0.176728869374314,0.187249057062903
"Argentina","South America","1990s",1995,8110,1550,0.191122071516646,0.187249057062903
"Argentina","South America","1990s",1998,9320,1650,0.177038626609442,0.187249057062903
"Argentina","South America","2000s",2008,10900,1930,0.177064220183486,0.192876344086022
"Argentina","South America","2000s",2009,10200,1860,0.182352941176471,0.192876344086022
"Argentina","South America","2000s",2001,8270,1560,0.18863361547763,0.192876344086022
"Argentina","South America","2000s",2000,8880,1660,0.186936936936937,0.192876344086022
"Argentina","South America","2000s",2004,8120,1720,0.211822660098522,0.192876344086022
"Argentina","South America","2000s",2005,8630,1710,0.198146002317497,0.192876344086022
"Argentina","South America","2000s",2007,10300,1850,0.179611650485437,0.192876344086022
"Argentina","South America","2000s",2003,7500,1590,0.212,0.192876344086022
"Argentina","South America","2000s",2002,7010,1500,0.21398002853067,0.192876344086022
"Argentina","South America","2000s",2006,9470,1840,0.194297782470961,0.192876344086022
"Argentina","South America","2010s",2014,11800,2030,0.172033898305085,0.164489112227806
"Argentina","South America","2010s",2013,12500,1970,0.1576,0.164489112227806
"Argentina","South America","2010s",2010,11200,1930,0.172321428571429,0.164489112227806
"Argentina","South America","2010s",2011,12100,1950,0.161157024793388,0.164489112227806
"Argentina","South America","2010s",2012,12100,1940,0.160330578512397,0.164489112227806
"Armenia","Asia","1990s",1994,1660,409,0.246385542168675,0.484710743801653
"Armenia","Asia","1990s",1996,1950,540,0.276923076923077,0.484710743801653
"Armenia","Asia","1990s",1997,1770,569,0.321468926553672,0.484710743801653
"Armenia","Asia","1990s",1990,3120,2170,0.69551282051282,0.484710743801653
"Armenia","Asia","1990s",1991,2780,2250,0.809352517985611,0.484710743801653
"Armenia","Asia","1990s",1998,1610,585,0.363354037267081,0.484710743801653
"Armenia","Asia","1990s",1995,1810,495,0.273480662983425,0.484710743801653
"Armenia","Asia","1990s",1992,1650,1160,0.703030303030303,0.484710743801653
"Armenia","Asia","1990s",1999,1470,572,0.389115646258503,0.484710743801653
"Armenia","Asia","1990s",1993,1540,634,0.411688311688312,0.484710743801653
"Armenia","Asia","2000s",2009,2100,880,0.419047619047619,0.425013774104683
"Armenia","Asia","2000s",2001,1400,640,0.457142857142857,0.425013774104683
"Armenia","Asia","2000s",2007,1960,950,0.48469387755102,0.425013774104683
"Armenia","Asia","2000s",2006,2070,845,0.408212560386473,0.425013774104683
"Armenia","Asia","2000s",2000,1430,636,0.444755244755245,0.425013774104683
"Armenia","Asia","2000s",2002,1460,604,0.413698630136986,0.425013774104683
"Armenia","Asia","2000s",2005,2060,824,0.4,0.425013774104683
"Armenia","Asia","2000s",2004,1870,683,0.36524064171123,0.425013774104683
"Armenia","Asia","2000s",2008,2290,1010,0.441048034934498,0.425013774104683
"Armenia","Asia","2000s",2003,1510,642,0.425165562913907,0.425013774104683
"Armenia","Asia","2010s",2013,2190,1000,0.45662100456621,0.449532710280374
"Armenia","Asia","2010s",2011,2070,927,0.447826086956522,0.449532710280374
"Armenia","Asia","2010s",2010,1990,843,0.423618090452261,0.449532710280374
"Armenia","Asia","2010s",2012,2140,1020,0.476635514018692,0.449532710280374
"Armenia","Asia","2010s",2014,2310,1020,0.441558441558442,0.449532710280374
"Australia","Oceania","1960s",1968,9390,3760,0.400425985090522,0.408716417910448
"Australia","Oceania","1960s",1967,9040,3690,0.408185840707965,0.408716417910448
"Australia","Oceania","1960s",1965,8540,3460,0.405152224824356,0.408716417910448
"Australia","Oceania","1960s",1962,7580,3170,0.41820580474934,0.408716417910448
"Australia","Oceania","1960s",1963,7900,3280,0.415189873417722,0.408716417910448
"Australia","Oceania","1960s",1966,8620,3550,0.411832946635731,0.408716417910448
"Australia","Oceania","1960s",1960,7380,3060,0.414634146341463,0.408716417910448
"Australia","Oceania","1960s",1969,9750,3790,0.388717948717949,0.408716417910448
"Australia","Oceania","1960s",1964,8280,3350,0.404589371980676,0.408716417910448
"Australia","Oceania","1960s",1961,7270,3120,0.429160935350757,0.408716417910448
"Australia","Oceania","1970s",1970,10100,4060,0.401980198019802,0.390810810810811
"Australia","Oceania","1970s",1978,11700,4630,0.395726495726496,0.390810810810811
"Australia","Oceania","1970s",1977,11500,4670,0.406086956521739,0.390810810810811
"Australia","Oceania","1970s",1979,12200,4680,0.383606557377049,0.390810810810811
"Australia","Oceania","1970s",1971,10400,3990,0.383653846153846,0.390810810810811
"Australia","Oceania","1970s",1975,11200,4350,0.388392857142857,0.390810810810811
"Australia","Oceania","1970s",1976,11500,4410,0.383478260869565,0.390810810810811
"Australia","Oceania","1970s",1972,10500,4040,0.384761904761905,0.390810810810811
"Australia","Oceania","1970s",1974,11000,4290,0.39,0.390810810810811
"Australia","Oceania","1970s",1973,10900,4260,0.390825688073395,0.390810810810811
"Australia","Oceania","1980s",1982,12600,4820,0.382539682539683,0.367056074766355
"Australia","Oceania","1980s",1983,12700,4550,0.358267716535433,0.367056074766355
"Australia","Oceania","1980s",1980,12300,4740,0.385365853658537,0.367056074766355
"Australia","Oceania","1980s",1985,12900,4590,0.355813953488372,0.367056074766355
"Australia","Oceania","1980s",1981,12500,4700,0.376,0.367056074766355
"Australia","Oceania","1980s",1984,12800,4640,0.3625,0.367056074766355
"Australia","Oceania","1980s",1987,13100,4770,0.36412213740458,0.367056074766355
"Australia","Oceania","1980s",1988,13200,4700,0.356060606060606,0.367056074766355
"Australia","Oceania","1980s",1986,13000,4620,0.355384615384615,0.367056074766355
"Australia","Oceania","1980s",1989,13300,5000,0.37593984962406,0.367056074766355
"Australia","Oceania","1990s",1990,13100,5060,0.386259541984733,0.410476935105551
"Australia","Oceania","1990s",1992,12800,4960,0.3875,0.410476935105551
"Australia","Oceania","1990s",1996,12500,5420,0.4336,0.410476935105551
"Australia","Oceania","1990s",1994,12400,5100,0.411290322580645,0.410476935105551
"Australia","Oceania","1990s",1993,12600,5160,0.40952380952381,0.410476935105551
"Australia","Oceania","1990s",1997,12800,5500,0.4296875,0.410476935105551
"Australia","Oceania","1990s",1991,12900,4930,0.382170542635659,0.410476935105551
"Australia","Oceania","1990s",1998,13100,5580,0.425954198473282,0.410476935105551
"Australia","Oceania","1990s",1995,12200,5150,0.422131147540984,0.410476935105551
"Australia","Oceania","1990s",1999,13500,5640,0.417777777777778,0.410476935105551
"Australia","Oceania","2000s",2004,15500,5650,0.364516129032258,0.346093276801938
"Australia","Oceania","2000s",2003,14500,5620,0.387586206896552,0.346093276801938
"Australia","Oceania","2000s",2007,18800,5870,0.312234042553191,0.346093276801938
"Australia","Oceania","2000s",2006,17600,5780,0.328409090909091,0.346093276801938
"Australia","Oceania","2000s",2002,14300,5610,0.392307692307692,0.346093276801938
"Australia","Oceania","2000s",2008,20000,5960,0.298,0.346093276801938
"Australia","Oceania","2000s",2005,16500,5620,0.340606060606061,0.346093276801938
"Australia","Oceania","2000s",2009,20000,5860,0.293,0.346093276801938
"Australia","Oceania","2000s",2001,14100,5490,0.38936170212766,0.346093276801938
"Australia","Oceania","2000s",2000,13800,5680,0.411594202898551,0.346093276801938
"Australia","Oceania","2010s",2011,20000,5750,0.2875,0.275073891625616
"Australia","Oceania","2010s",2014,20800,5330,0.25625,0.275073891625616
"Australia","Oceania","2010s",2010,19900,5790,0.290954773869347,0.275073891625616
"Australia","Oceania","2010s",2013,20600,5470,0.265533980582524,0.275073891625616
"Australia","Oceania","2010s",2012,20200,5580,0.276237623762376,0.275073891625616
"Austria","Europe","1960s",1961,5880,1550,0.263605442176871,0.277760968229955
"Austria","Europe","1960s",1965,6640,1850,0.278614457831325,0.277760968229955
"Austria","Europe","1960s",1968,7390,2050,0.277401894451962,0.277760968229955
"Austria","Europe","1960s",1960,5620,1550,0.275800711743772,0.277760968229955
"Austria","Europe","1960s",1969,7830,2180,0.278416347381865,0.277760968229955
"Austria","Europe","1960s",1966,6960,1900,0.272988505747126,0.277760968229955
"Austria","Europe","1960s",1962,5980,1680,0.280936454849498,0.277760968229955
"Austria","Europe","1960s",1967,7120,1920,0.269662921348315,0.277760968229955
"Austria","Europe","1960s",1964,6500,1860,0.286153846153846,0.277760968229955
"Austria","Europe","1960s",1963,6180,1820,0.294498381877023,0.277760968229955
"Austria","Europe","1970s",1973,9630,2830,0.293873312564901,0.274864918951371
"Austria","Europe","1970s",1972,9230,2630,0.284940411700975,0.274864918951371
"Austria","Europe","1970s",1976,10500,2870,0.273333333333333,0.274864918951371
"Austria","Europe","1970s",1971,8740,2510,0.287185354691076,0.274864918951371
"Austria","Europe","1970s",1975,9990,2650,0.265265265265265,0.274864918951371
"Austria","Europe","1970s",1974,10000,2730,0.273,0.274864918951371
"Austria","Europe","1970s",1970,8350,2420,0.289820359281437,0.274864918951371
"Austria","Europe","1970s",1978,10900,2890,0.265137614678899,0.274864918951371
"Austria","Europe","1970s",1979,11600,3140,0.270689655172414,0.274864918951371
"Austria","Europe","1970s",1977,11000,2800,0.254545454545455,0.274864918951371
"Austria","Europe","1980s",1986,13000,3060,0.235384615384615,0.237874015748031
"Austria","Europe","1980s",1981,11800,2900,0.245762711864407,0.237874015748031
"Austria","Europe","1980s",1987,13200,3170,0.240151515151515,0.237874015748031
"Austria","Europe","1980s",1985,12700,3050,0.240157480314961,0.237874015748031
"Austria","Europe","1980s",1989,14100,3140,0.222695035460993,0.237874015748031
"Austria","Europe","1980s",1988,13600,3200,0.235294117647059,0.237874015748031
"Austria","Europe","1980s",1980,11800,3070,0.260169491525424,0.237874015748031
"Austria","Europe","1980s",1984,12400,2950,0.237903225806452,0.237874015748031
"Austria","Europe","1980s",1983,12400,2840,0.229032258064516,0.237874015748031
"Austria","Europe","1980s",1982,12000,2830,0.235833333333333,0.237874015748031
"Austria","Europe","1990s",1990,14500,3240,0.223448275862069,0.216921119592875
"Austria","Europe","1990s",1992,15000,3250,0.216666666666667,0.216921119592875
"Austria","Europe","1990s",1999,17500,3590,0.205142857142857,0.216921119592875
"Austria","Europe","1990s",1997,16400,3550,0.216463414634146,0.216921119592875
"Austria","Europe","1990s",1998,16900,3610,0.213609467455621,0.216921119592875
"Austria","Europe","1990s",1995,15700,3370,0.214649681528662,0.216921119592875
"Austria","Europe","1990s",1991,14900,3420,0.229530201342282,0.216921119592875
"Austria","Europe","1990s",1996,16000,3580,0.22375,0.216921119592875
"Austria","Europe","1990s",1994,15300,3230,0.211111111111111,0.216921119592875
"Austria","Europe","1990s",1993,15000,3260,0.217333333333333,0.216921119592875
"Austria","Europe","2000s",2007,19200,4020,0.209375,0.208422174840085
"Austria","Europe","2000s",2006,18500,4080,0.220540540540541,0.208422174840085
"Austria","Europe","2000s",2003,18500,3970,0.214594594594595,0.208422174840085
"Austria","Europe","2000s",2008,19600,4030,0.205612244897959,0.208422174840085
"Austria","Europe","2000s",2002,18400,3770,0.204891304347826,0.208422174840085
"Austria","Europe","2000s",2004,18900,4010,0.212169312169312,0.208422174840085
"Austria","Europe","2000s",2005,18000,4090,0.227222222222222,0.208422174840085
"Austria","Europe","2000s",2001,18200,3760,0.206593406593407,0.208422174840085
"Austria","Europe","2000s",2000,18100,3570,0.197237569060773,0.208422174840085
"Austria","Europe","2000s",2009,20200,3800,0.188118811881188,0.208422174840085
"Austria","Europe","2010s",2012,21300,3890,0.182629107981221,0.189893100097182
"Austria","Europe","2010s",2010,20500,4050,0.197560975609756,0.189893100097182
"Austria","Europe","2010s",2011,20100,3920,0.195024875621891,0.189893100097182
"Austria","Europe","2010s",2013,20700,3920,0.189371980676329,0.189893100097182
"Austria","Europe","2010s",2014,20300,3760,0.185221674876847,0.189893100097182
"Azerbaijan","Asia","1990s",1991,5160,3090,0.598837209302326,0.666232497557799
"Azerbaijan","Asia","1990s",1996,2130,1510,0.708920187793427,0.666232497557799
"Azerbaijan","Asia","1990s",1998,2270,1490,0.656387665198238,0.666232497557799
"Azerbaijan","Asia","1990s",1999,2350,1370,0.582978723404255,0.666232497557799
"Azerbaijan","Asia","1990s",1995,2060,1810,0.878640776699029,0.666232497557799
"Azerbaijan","Asia","1990s",1997,2200,1440,0.654545454545455,0.666232497557799
"Azerbaijan","Asia","1990s",1990,5270,3160,0.599620493358634,0.666232497557799
"Azerbaijan","Asia","1990s",1992,3930,2460,0.625954198473282,0.666232497557799
"Azerbaijan","Asia","1990s",1994,2360,1950,0.826271186440678,0.666232497557799
"Azerbaijan","Asia","1990s",1993,2980,2180,0.731543624161074,0.666232497557799
"Azerbaijan","Asia","2000s",2003,3000,1480,0.493333333333333,0.465988556897648
"Azerbaijan","Asia","2000s",2008,3750,1520,0.405333333333333,0.465988556897648
"Azerbaijan","Asia","2000s",2006,3240,1560,0.481481481481481,0.465988556897648
"Azerbaijan","Asia","2000s",2005,3010,1600,0.53156146179402,0.465988556897648
"Azerbaijan","Asia","2000s",2001,2510,1410,0.561752988047809,0.465988556897648
"Azerbaijan","Asia","2000s",2007,3490,1410,0.404011461318052,0.465988556897648
"Azerbaijan","Asia","2000s",2002,2920,1410,0.482876712328767,0.465988556897648
"Azerbaijan","Asia","2000s",2009,4070,1330,0.326781326781327,0.465988556897648
"Azerbaijan","Asia","2000s",2004,3040,1540,0.506578947368421,0.465988556897648
"Azerbaijan","Asia","2000s",2000,2430,1400,0.576131687242798,0.465988556897648
"Azerbaijan","Asia","2010s",2011,4520,1370,0.303097345132743,0.31455190771961
"Azerbaijan","Asia","2010s",2010,4360,1280,0.293577981651376,0.31455190771961
"Azerbaijan","Asia","2010s",2014,4700,1500,0.319148936170213,0.31455190771961
"Azerbaijan","Asia","2010s",2012,4460,1470,0.329596412556054,0.31455190771961
"Azerbaijan","Asia","2010s",2013,4500,1470,0.326666666666667,0.31455190771961
"Bahamas","North America","1990s",1999,16300,NA,NA,0.165277777777778
"Bahamas","North America","1990s",1990,14400,2380,0.165277777777778,0.165277777777778
"Bahamas","North America","1990s",1998,15200,NA,NA,0.165277777777778
"Bahamas","North America","1990s",1997,13700,NA,NA,0.165277777777778
"Bahamas","North America","1990s",1994,12400,NA,NA,0.165277777777778
"Bahamas","North America","1990s",1993,12300,NA,NA,0.165277777777778
"Bahamas","North America","1990s",1995,13100,NA,NA,0.165277777777778
